Exercício: 2015;;;;;;;
Escopo: Municípios do Estado - RJ;;;;;;;
Tabela: Despesas por Função (Anexo I-E);;;;;;;
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;Despesas (Exceto Intraorçamentárias);siconfi-cor_TotalDespesas;424813941,2
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;01 - Legislativa;siconfi-cor_TotalDespesas;15070329,28
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;01.031 - Ação Legislativa;siconfi-cor_TotalDespesas;13449786,1
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;01.999 - Demais Subfunções Legislativa;siconfi-cor_TotalDespesas;1620543,18
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;02 - Judiciária;siconfi-cor_TotalDespesas;1888424,7
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;02.061 - Ação Judiciária;siconfi-cor_TotalDespesas;1888424,7
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;04 - Administração;siconfi-cor_TotalDespesas;78666024,5
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;04.122 - Administração Geral;siconfi-cor_TotalDespesas;69384909,63
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;04.123 - Administração Financeira;siconfi-cor_TotalDespesas;1883013,43
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;04.124 - Controle Interno;siconfi-cor_TotalDespesas;21416,39
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;04.126 - Tecnologia da Informação;siconfi-cor_TotalDespesas;265759,01
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;04.127 - Ordenamento Territorial;siconfi-cor_TotalDespesas;6380,55
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;04.128 - Formação de Recursos Humanos;siconfi-cor_TotalDespesas;4440,86
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;04.129 - Administração de Receitas;siconfi-cor_TotalDespesas;1979909,25
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;04.131 - Comunicação Social;siconfi-cor_TotalDespesas;1758692,33
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;04.999 - Demais Subfunções Administração;siconfi-cor_TotalDespesas;3361503,05
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;06 - Segurança Pública;siconfi-cor_TotalDespesas;1664799,63
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;06.182 - Defesa Civil;siconfi-cor_TotalDespesas;557433,75
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;06.183 - Informação e Inteligência;siconfi-cor_TotalDespesas;1017914,48
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;06.999 - Demais Subfunções Segurança Pública;siconfi-cor_TotalDespesas;89451,4
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;08 - Assistência Social;siconfi-cor_TotalDespesas;7287927,76
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;08.241 - Assistência ao Idoso;siconfi-cor_TotalDespesas;61359,21
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;08.242 - Assistência ao Portador de Deficiência;siconfi-cor_TotalDespesas;32889,65
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;08.243 - Assistência à Criança e ao Adolescente;siconfi-cor_TotalDespesas;851876,27
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;08.244 - Assistência Comunitária;siconfi-cor_TotalDespesas;2516566,22
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;08.999 - Demais Subfunções Assistência Social;siconfi-cor_TotalDespesas;3825236,41
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;09 - Previdência Social;siconfi-cor_TotalDespesas;20677496,8
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;09.999 - Demais Subfunções Previdência Social;siconfi-cor_TotalDespesas;20677496,8
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;10 - Saúde;siconfi-cor_TotalDespesas;135162365,4
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;10.301 - Atenção Básica;siconfi-cor_TotalDespesas;27095175,27
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;10.302 - Assistência Hospitalar e Ambulatorial;siconfi-cor_TotalDespesas;54506303,79
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;10.303 - Suporte Profilático e Terapêutico;siconfi-cor_TotalDespesas;2435344,72
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;10.304 - Vigilância Sanitária;siconfi-cor_TotalDespesas;1418608,66
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;10.305 - Vigilância Epidemiológica;siconfi-cor_TotalDespesas;4433894,62
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;10.999 - Demais Subfunções Saúde;siconfi-cor_TotalDespesas;45273038,37
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;11 - Trabalho;siconfi-cor_TotalDespesas;99956,64
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;11.331 - Proteção e Benefícios ao Trabalhador;siconfi-cor_TotalDespesas;3205
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;11.334 - Fomento ao Trabalho;siconfi-cor_TotalDespesas;96751,64
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;12 - Educação;siconfi-cor_TotalDespesas;98826630,34
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;12.361 - Ensino Fundamental;siconfi-cor_TotalDespesas;85334579,23
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;12.362 - Ensino Médio;siconfi-cor_TotalDespesas;754399,43
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;12.363 - Ensino Profissional;siconfi-cor_TotalDespesas;112500
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;12.364 - Ensino Superior;siconfi-cor_TotalDespesas;442652,8
Prefeitura Municipal de Resende - RJ;3304201;RJ;124316;Despesas Empenhadas;12.365 - Educação Infantil;siconfi-cor_TotalDespesas;6889666,79
