Exercício: 2017;;;;;;;
Escopo: Municípios do Estado - RJ;;;;;;;
Tabela: Despesas por Função (Anexo I-E);;;;;;;
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;Despesas Exceto Intraorçamentárias;siconfi-cor_TotalDespesas;160562415
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;01 - Legislativa;siconfi-cor_TotalDespesas;6712658,65
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;01.031 - Ação Legislativa;siconfi-cor_TotalDespesas;6712658,65
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;04 - Administração;siconfi-cor_TotalDespesas;49742979,68
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;04.122 - Administração Geral;siconfi-cor_TotalDespesas;47103847,68
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;04.125 - Normatização e Fiscalização;siconfi-cor_TotalDespesas;500
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;04.126 - Tecnologia da Informação;siconfi-cor_TotalDespesas;1025536,1
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;04.131 - Comunicação Social;siconfi-cor_TotalDespesas;1613095,9
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;06 - Segurança Pública;siconfi-cor_TotalDespesas;42343
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;06.181 - Policiamento;siconfi-cor_TotalDespesas;40492
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;06.182 - Defesa Civil;siconfi-cor_TotalDespesas;1851
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;08 - Assistência Social;siconfi-cor_TotalDespesas;1742254,84
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;08.241 - Assistência ao Idoso;siconfi-cor_TotalDespesas;122823,03
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;08.243 - Assistência à Criança e ao Adolescente;siconfi-cor_TotalDespesas;138088,15
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;08.244 - Assistência Comunitária;siconfi-cor_TotalDespesas;1446485,66
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;FU08 - Demais Subfunções;siconfi-cor_TotalDespesas;34858
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;09 - Previdência Social;siconfi-cor_TotalDespesas;3229642,09
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;09.271 - Previdência Básica;siconfi-cor_TotalDespesas;2113342,33
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;09.272 - Previdência do Regime Estatutário;siconfi-cor_TotalDespesas;1116299,76
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;10 - Saúde;siconfi-cor_TotalDespesas;35471786,65
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;10.301 - Atenção Básica;siconfi-cor_TotalDespesas;9934934,78
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;10.303 - Suporte Profilático e Terapêutico;siconfi-cor_TotalDespesas;303113,11
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;10.305 - Vigilância Epidemiológica;siconfi-cor_TotalDespesas;69364,02
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;10.306 - Alimentação e Nutrição;siconfi-cor_TotalDespesas;271161,67
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;10.122 - Administração Geral;siconfi-cor_TotalDespesas;24893213,07
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;11 - Trabalho;siconfi-cor_TotalDespesas;70924,74
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;11.331 - Proteção e Benefícios ao Trabalhador;siconfi-cor_TotalDespesas;70924,74
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;12 - Educação;siconfi-cor_TotalDespesas;42282272,3
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;12.361 - Ensino Fundamental;siconfi-cor_TotalDespesas;26167235,7
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;12.362 - Ensino Médio;siconfi-cor_TotalDespesas;34893,6
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;12.364 - Ensino Superior;siconfi-cor_TotalDespesas;1446034,86
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;12.365 - Educação Infantil;siconfi-cor_TotalDespesas;12840694,37
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;FU12 - Demais Subfunções;siconfi-cor_TotalDespesas;1793413,77
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;13 - Cultura;siconfi-cor_TotalDespesas;687763,19
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;13.392 - Difusão Cultural;siconfi-cor_TotalDespesas;687763,19
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;15 - Urbanismo;siconfi-cor_TotalDespesas;13685439,53
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;15.451 - Infraestrutura Urbana;siconfi-cor_TotalDespesas;13685439,53
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;16 - Habitação;siconfi-cor_TotalDespesas;10800
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;16.482 - Habitação Urbana;siconfi-cor_TotalDespesas;10800
Prefeitura Municipal de Itatiaia - RJ;3302254;RJ;30475;Despesas Empenhadas;17 - Saneamento;siconfi-cor_TotalDespesas;396557,18
