Exercício: 2018;;;;;;;
Escopo: Municípios do Estado - RJ;;;;;;;
Tabela: Receitas Orçamentárias (Anexo I-C);;;;;;;
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;Total Receitas;siconfi-cor_TotalReceitas;187066603
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.0.0.0.00.0.0 - Receitas Correntes;siconfi-cor_RO1.0.0.0.00.0.0;186305987
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_RO1.1.0.0.00.0.0;22719415,03
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.1.0.00.0.0 - Impostos;siconfi-cor_RO1.1.1.0.00.0.0;20494970,81
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.1.3.00.0.0 - Impostos sobre a Renda e Proventos de Qualquer Natureza;siconfi-cor_RO1.1.1.3.00.0.0;5151017,36
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.1.3.03.0.0 - Imposto sobre a Renda - Retido na Fonte;siconfi-cor_RO1.1.1.3.03.0.0;5151017,36
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.1.3.03.1.0 - Imposto sobre a Renda - Retido na Fonte - Trabalho;siconfi-cor_RO1.1.1.3.03.1.0;1686899,28
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.1.3.03.4.0 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos;siconfi-cor_RO1.1.1.3.03.4.0;3464118,08
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.1.8.00.0.0 Impostos Específicos de Estados, DF e Municípios;siconfi-cor_RO1.1.1.8.00.0.0;15343953,45
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.1.8.01.0.0 Impostos sobre o Patrimônio para Estados/DF/Municípios;siconfi-cor_RO1.1.1.8.01.0.0;4468419,95
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.1.8.01.1.0 Imposto sobre a Propriedade Predial e Territorial Urbana;siconfi-cor_RO1.1.1.8.01.1.0;3299309,96
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.1.8.01.4.0 Imposto sobre Transmissão ¿Inter Vivos¿ de Bens Imóveis e de Direitos Reais sobre Imóveis;siconfi-cor_RO1.1.1.8.01.4.0;1169109,99
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.1.8.02.0.0 Impostos sobre a Produção, Circulação de Mercadorias e Serviços;siconfi-cor_RO1.1.1.8.02.0.0;10875533,5
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;siconfi-cor_RO1.1.1.8.02.3.0;9761758,93
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.1.8.02.4.0 Adicional ISS - Fundo Municipal de Combate à Pobreza;siconfi-cor_RO1.1.1.8.02.4.0;1113774,57
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.2.0.00.0.0 - Taxas;siconfi-cor_RO1.1.2.0.00.0.0;2224444,22
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.2.1.00.0.0 - Taxas pelo Exercício do Poder de Polícia;siconfi-cor_RO1.1.2.1.00.0.0;154489,92
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.2.1.01.0.0 - Taxas de Inspeção, Controle e Fiscalização;siconfi-cor_RO1.1.2.1.01.0.0;13996,5
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.2.1.02.0.0 - Taxas de Fiscalização das Telecomunicações;siconfi-cor_RO1.1.2.1.02.0.0;140493,42
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.2.2.00.0.0 - Taxas pela Prestação de Serviços;siconfi-cor_RO1.1.2.2.00.0.0;2069954,3
Prefeitura Municipal de Guapimirim - RJ;3301850;RJ;57105;Receitas Brutas Realizadas;1.1.2.2.01.0.0 - Taxas pela Prestação de Serviços;siconfi-cor_RO1.1.2.2.01.0.0;2069954,3
