Exercício: 2021;;;;;;;
Escopo: Municípios do Estado - RJ;;;;;;;
Tabela: Receitas Orçamentárias (Anexo I-C);;;;;;;
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);siconfi-cor_ReceitasExcetoIntraOrcamentarias;84881318,16
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.0.0.0.00.0.0 - Receitas Correntes;siconfi-cor_RO1.0.0.0.00.0.0;84162170,77
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_RO1.1.0.0.00.0.0;2503028,77
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.1.1.0.00.0.0 - Impostos;siconfi-cor_RO1.1.1.0.00.0.0;2403942,55
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.1.1.3.00.0.0 - Impostos sobre a Renda e Proventos de Qualquer Natureza;siconfi-cor_RO1.1.1.3.00.0.0;1470879,7
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.1.1.3.03.0.0 - Imposto sobre a Renda - Retido na Fonte;siconfi-cor_RO1.1.1.3.03.0.0;1470879,7
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.1.1.3.03.1.0 - Imposto sobre a Renda - Retido na Fonte - Trabalho;siconfi-cor_RO1.1.1.3.03.1.0;1470879,7
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.1.1.8.00.0.0 - Impostos Específicos de Estados, DF e Municípios;siconfi-cor_RO1.1.1.8.00.0.0;933062,85
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.1.1.8.01.0.0 - Impostos sobre o Patrimônio para Estados/DF/Municípios;siconfi-cor_RO1.1.1.8.01.0.0;679564,47
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.1.1.8.01.1.0 - Imposto sobre a Propriedade Predial e Territorial Urbana;siconfi-cor_RO1.1.1.8.01.1.0;517369,27
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.1.1.8.01.4.0 - Imposto sobre Transmissão ¿Inter Vivos¿ de Bens Imóveis e de Direitos Reais sobre Imóveis;siconfi-cor_RO1.1.1.8.01.4.0;162195,2
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.1.1.8.02.0.0 - Impostos sobre a Produção, Circulação de Mercadorias e Serviços;siconfi-cor_RO1.1.1.8.02.0.0;253498,38
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.1.1.8.02.3.0 - Imposto sobre Serviços de Qualquer Natureza;siconfi-cor_RO1.1.1.8.02.3.0;253498,38
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.1.2.0.00.0.0 - Taxas;siconfi-cor_RO1.1.2.0.00.0.0;99086,22
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.1.2.2.00.0.0 - Taxas pela Prestação de Serviços;siconfi-cor_RO1.1.2.2.00.0.0;20813,62
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.1.2.2.01.0.0 - Taxas pela Prestação de Serviços;siconfi-cor_RO1.1.2.2.01.0.0;20813,62
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.1.2.8.00.0.0 - Taxas - Específicas de Estados, DF e Municípios;siconfi-cor_RO1.1.2.8.00.0.0;78272,6
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.1.2.8.01.0.0 - Taxas de Inspeção, Controle e Fiscalização;siconfi-cor_RO1.1.2.8.01.0.0;78272,6
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.1.2.8.01.9.0 - Taxas de Inspeção, Controle e Fiscalização - Outras;siconfi-cor_RO1.1.2.8.01.9.0;78272,6
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.2.0.0.00.0.0 - Contribuições;siconfi-cor_RO1.2.0.0.00.0.0;2885564,15
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.2.1.0.00.0.0 - Contribuições Sociais;siconfi-cor_RO1.2.1.0.00.0.0;2539065,91
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.2.1.8.00.0.0 - Contribuições Sociais Específicas de Estados, DF e Municípios;siconfi-cor_RO1.2.1.8.00.0.0;2539065,91
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.2.1.8.01.0.0 - Contribuição do Servidor Civil para o Plano de Seguridade Social - CPSSS - Específico de EST/DF/MUN;siconfi-cor_RO1.2.1.8.01.0.0;2539065,91
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.2.1.8.01.1.0 - CPSSS do Servidor Civil Ativo;siconfi-cor_RO1.2.1.8.01.1.0;2539065,91
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.2.4.0.00.0.0 - Contribuição para o Custeio do Serviço de Iluminação Pública;siconfi-cor_RO1.2.4.0.00.0.0;346498,24
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.3.0.0.00.0.0 - Receita Patrimonial;siconfi-cor_RO1.3.0.0.00.0.0;4679237,6
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.3.2.0.00.0.0 - Valores Mobiliários;siconfi-cor_RO1.3.2.0.00.0.0;4679237,6
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.3.2.1.00.0.0 - Juros e Correções Monetárias;siconfi-cor_RO1.3.2.1.00.0.0;4679237,6
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.3.2.1.00.1.0 - Remuneração de Depósitos Bancários;siconfi-cor_RO1.3.2.1.00.1.0;314458,95
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.3.2.1.00.4.0 - Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS;siconfi-cor_RO1.3.2.1.00.4.0;4364778,65
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.7.0.0.00.0.0 - Transferências Correntes;siconfi-cor_RO1.7.0.0.00.0.0;73279470,87
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.7.1.0.00.0.0 - Transferências da União e de suas Entidades;siconfi-cor_RO1.7.1.0.00.0.0;32933135,21
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.7.1.8.00.0.0 - Transferências da União - Específicas de Estados, DF e Municípios;siconfi-cor_RO1.7.1.8.00.0.0;32933135,21
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.7.1.8.01.0.0 - Participação na Receita da União;siconfi-cor_RO1.7.1.8.01.0.0;13656225,26
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.7.1.8.01.2.0 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal;siconfi-cor_RO1.7.1.8.01.2.0;12606871,82
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.7.1.8.01.3.0 - Cota-Parte do Fundo de Participação do Municípios ¿ 1% Cota entregue no mês de dezembro;siconfi-cor_RO1.7.1.8.01.3.0;552574,58
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.7.1.8.01.4.0 - Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho;siconfi-cor_RO1.7.1.8.01.4.0;488115,41
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.7.1.8.01.5.0 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural;siconfi-cor_RO1.7.1.8.01.5.0;8663,45
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.7.1.8.02.0.0 - Transferência da Compensação Financeira pela Exploração de Recursos Naturais;siconfi-cor_RO1.7.1.8.02.0.0;12835205
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.7.1.8.02.3.0 - Cota-parte Royalties ¿ Compensação Financeira pela Produção de Petróleo ¿ Lei nº 7.990/89;siconfi-cor_RO1.7.1.8.02.3.0;12591507,55
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.7.1.8.02.6.0 - Cota-Parte do Fundo Especial do Petróleo ¿ FEP;siconfi-cor_RO1.7.1.8.02.6.0;243697,45
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;11106;Receitas Brutas Realizadas;1.7.1.8.03.0.0 - Transferência de Recursos do Sistema Único de Saúde ¿ SUS ¿ Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde;siconfi-cor_RO1.7.1.8.03.0.0;4238113,44
